index,facility_name,source_facility_type,odhf_facility_type,provider,unit,street_no,street_name,postal_code,geographic_name,province,latitude,longitude
8730,Leader Hospital,general,Hospitals,Public Health Agency of Canada,,423,main st e,S0N 1H0,leader,sk,50.890964,-109.541368
8731,Leoville Medical Clinic,clinic,Ambulatory health care services,Saskatchewan Health Authorities,,,1 ave,S0J 1N0,leoville,sk,53.629951,-107.549492
8732,Leroy Community Health & Social Centre,community health centre,Ambulatory health care services,Saskatchewan Health Authorities,,2po,leroy sk sok,S0J 1N0,leroy,sk,52.001224,-104.737
8733,Lifelabs - Albert Park,medical labratory,Ambulatory health care services,Saskatchewan Health Authorities,,3984,albert street,S0J 1N0,regina,sk,50.416136,-104.619194
8734,Lifelabs - Gardiner Park,medical labratory,Ambulatory health care services,Saskatchewan Health Authorities,,372,university park drive,S0J 1N0,regina,sk,50.43562,-104.556052
8735,Lifelabs - Normanview Crossing,medical labratory,Ambulatory health care services,Saskatchewan Health Authorities,,344,mccarthy blvd n,S0J 1N0,regina,sk,50.482016,-104.666163
8736,Lifelabs - Towers Mall,medical labratory,Ambulatory health care services,Saskatchewan Health Authorities,,2723,avonhurst drive,S0J 1N0,regina,sk,50.469947,-104.62006
8737,Lifelabs- Broad Street,medical labratory,Ambulatory health care services,Saskatchewan Health Authorities,,2162,broad street,S0J 1N0,regina,sk,50.444417,-104.606971
8738,Lloydminster & Area Home Care Services,,Nursing and residential care facilities,Saskatchewan Health Authorities,,3830,43 avenue,S9V 1Y3,lloydminster,sk,55.532126,-106.141224
8739,Lloydminster Hospital,general,Hospitals,Public Health Agency of Canada,,3820,43 ave,S9V 1Y5,lloydminster,sk,53.272630500000005,-109.9895267
874,Grant St. East,,Nursing and residential care facilities,Province of British Columbia,,2364,grant st,V2T 2M7,abbotsford,bc,49.0451393,-122.343495
8740,Lloydminster Mental Health & Addictions Services,,Nursing and residential care facilities,Saskatchewan Health Authorities,,3830-43,avenue,S9V 1Y3,lloydminster,sk,55.532126,-106.141224
8741,Long Lake Valley Integrated Facility,community health centre,Nursing and residential care facilities,Saskatchewan Health Authorities,,,po box 180,S0G 2J0,imperial,sk,51.344404,-105.443397
8744,Lucky Lake Health Centre,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,S0L 1Z0,lucky lake,sk,50.9850216,-107.1373209
8745,Lumsden and District Heritage Home,long-term care,Nursing and residential care facilities,Saskatchewan Health Authorities,,10,aspen bay,S0G 3C0,lumsden,sk,50.643841,-104.87462
8747,Luther Special Care Home,special care,Nursing and residential care facilities,Saskatchewan Health Authorities,,1212,osler street,S7N 0T9,saskatoon,sk,52.126672,-106.639456
8748,Maidstone Health Complex,general,Hospitals,Public Health Agency of Canada,,214,5 ave e,S0M 1M0,maidstone,sk,53.090537,-109.29367
8749,Mainprize Manor & Health Centre,health centre and long term care,Ambulatory health care services,Saskatchewan Health Authorities,,206,south street,S0C 1S0,midale,sk,49.391955,-103.405656
875,Grant St. West,,Nursing and residential care facilities,Province of British Columbia,,2375,grant st,V2T 2M8,abbotsford,bc,49.0453384,-122.3443139
8750,Manitou Health Centre,,Ambulatory health care services,Saskatchewan Health Authorities,,105,2 avenue w,S0M 2C0,neilburg,sk,53.086859,-109.288608
8751,Manitou Lodge,nursing home,Nursing and residential care facilities,Saskatchewan Health Authorities,,,,S0K 4T0,watrous,sk,51.67472,-105.456189
8752,Maple Creek Hospital,general,Hospitals,Public Health Agency of Canada,,575,hwy 21 s,S0N 1N0,maple creek,sk,49.90328,-109.49
8753,Maryfield Health Centre,community health,Ambulatory health care services,Saskatchewan Health Authorities,,233,main street,S0G 3K0,maryfield,sk,49.8374043,-101.5238092
8754,Maximily Medical Clinic,clinic,Ambulatory health care services,Saskatchewan Health Authorities,,3100,dewdney avenue,S4T 0Y4,regina,sk,50.4554,-104.625605
8755,Meadow Lake Community Services,,Ambulatory health care services,Saskatchewan Health Authorities,,9-711,centre street,S9X 1E6,meadow lake,sk,54.12368000000001,-108.433387
8756,Meadow Lake Home Care Services,,Nursing and residential care facilities,Saskatchewan Health Authorities,,7-711,centre street,S9X 1E6,meadow lake,sk,54.12368000000001,-108.433387
8758,Meadow Lake Primary Health Care Centre,,Ambulatory health care services,Saskatchewan Health Authorities,,218,centre street,S9X 1Z1,meadow lake,sk,54.130877000000005,-108.433251
8759,Meadow Primary Health Care Centre,clinic,Ambulatory health care services,Saskatchewan Health Authorities,,4006,dewdney avenue,S4T 1A2,regina,sk,50.455291,-104.638929
876,Granville House,,Nursing and residential care facilities,Province of British Columbia,,7315,no 4 road,V6Y 2T4,richmond,bc,49.16006,-123.114
8760,Melfort Hospital,hospital,Hospitals,Saskatchewan Health Authorities,,510,broadway avenue,S0E 1A0,melfort,sk,52.865784,-104.614632
8763,Mennonite Nursing Home,nursing home,Nursing and residential care facilities,Saskatchewan Health Authorities,,,po box 370 hwy 11,S0K 3R0,rosthern,sk,52.651918,-106.336717
8764,Mental Health & Addiction Services,,Nursing and residential care facilities,Saskatchewan Health Authorities,,270,bradbrooke drive,S3N 2K6,yorkton,sk,51.201732,-102.480778
8765,Mont St. Joseph Home,nursing home,Nursing and residential care facilities,Saskatchewan Health Authorities,,777,28 st e,S6V 8C2,prince albert,sk,53.18703299999999,-105.732751
8766,Montmartre Health Centre,long-term care/outpatient,Ambulatory health care services,Saskatchewan Health Authorities,,237,2 ave e,S0G 3M0,montmartre,sk,50.218136,-103.444401
8767,Moose Jaw Union Hospital,general,Hospitals,Public Health Agency of Canada,,455,fairford st e,S6H 1H3,moose jaw,sk,50.3924803,-105.5246872
8768,Moose Mountain Lodge (Lt Care),,Nursing and residential care facilities,Saskatchewan Health Authorities,,801,souris ave,S0C 0R0,carlyle,sk,49.6337518,-102.2669689
877,Granville Medical Clinic,,Ambulatory health care services,Province of British Columbia,,2578,granville street,V6H 3G8,vancouver,bc,49.262912,-123.138565
8770,Moosomin Hospital,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,S0G 3N0,moosomin,sk,50.1443787,-101.669059
8771,Mossbank Primary Health Care Centre,,Ambulatory health care services,Saskatchewan Health Authorities,,,,S0H 3G0,mossbank,sk,49.9401556,-105.9625686
8772,Mount Royal Collegiate Primary Health Team,primary care,Ambulatory health care services,Saskatchewan Health Authorities,,2220,rusholme road,S7L 4A4,saskatoon,sk,52.133602,-106.704974
8773,Naicam Health Care Facility,,Ambulatory health care services,Saskatchewan Health Authorities,,305,1 street s,S0K 2Z0,naicam,sk,52.41651,-104.497942
8774,New Hope Pioneer Lodge,nursing home,Nursing and residential care facilities,Saskatchewan Health Authorities,,123,government road n,S0G 4T0,stoughton,sk,49.685511,-103.021717
8776,Newmarket Place,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,2001,newmarket dr,S0E 1T0,tisdale,sk,52.850059,-104.048767
8777,Nipawin Health Care Facility,,Hospitals,Saskatchewan Health Authorities,,800,6 street e,S0E 1E0,nipawin,sk,53.356182,-104.004036
8778,Nipawin Hospital,general,Hospitals,Public Health Agency of Canada,,800,6 st e,S0E 1E0,nipawin,sk,53.3559551,-104.0038797
8779,Nokomis Health Centre,long term care,Nursing and residential care facilities,Saskatchewan Health Authorities,,103,2 avenue e nokomis sk sog 3ro,S0E 1E0,nokomis,sk,51.507839,-105.009923
878,Gray House,,Nursing and residential care facilities,Province of British Columbia,,6957,gray ave,V5J 3Y9,burnaby,bc,49.2206634,-123.0000315
8781,Normanview Mall Medi-Clinic,clinic,Ambulatory health care services,Saskatchewan Health Authorities,,330,mccarthy blvd n,S4R 7M2,regina,sk,50.481376,-104.666148
8782,Norquay Health Centre,longterm care,Nursing and residential care facilities,Saskatchewan Health Authorities,,,po box 190,S0A 2V0,norquay,sk,51.880519,-102.077116
8783,Norquay Home Care Office,home care,Nursing and residential care facilities,Saskatchewan Health Authorities,,355,east road allowance s,S0A 2V0,norquay,sk,51.880519,-102.077116
8784,Norquay Public Health Office,public health office,Ambulatory health care services,Saskatchewan Health Authorities,,355,east road allowance s,S0A 2V0,norquay,sk,51.880519,-102.077116
8785,North East (Public Health Office),public health office,Ambulatory health care services,Saskatchewan Health Authorities,,#108-407,ludlow street,S7S 1P3,saskatoon,sk,52.148582,-106.572424
8786,North Network (Public Health Office),public health office,Ambulatory health care services,Saskatchewan Health Authorities,,204,wascana street,S7S 1P3,regina,sk,50.475267,-104.640158
8787,Northgate Medi Clinic,medical clinic,Ambulatory health care services,Saskatchewan Health Authorities,,489,albert street n,S4R 3C3,regina,sk,50.482566,-104.615204
8788,Northgate Medical Centre,clinic,Ambulatory health care services,Saskatchewan Health Authorities,,2711,avonhurst dr,S4R 3J3,regina,sk,50.469763,-104.618967
8789,Northland Pioneers Lodge,,Nursing and residential care facilities,Saskatchewan Health Authorities,,515,3 street w,S9X 1L1,meadow lake,sk,54.127390000000005,-108.437823
879,Green Cross Medical Clinic and Pharmacy,,Ambulatory health care services,Province of British Columbia,,115-6363,168 street,V3S 3Y2,surrey,bc,49.117839,-122.756821
8790,Meadow Lake Hospital,general,Hospitals,Public Health Agency of Canada,,2 711,centre st,S9X 1E6,meadow lake,sk,54.1235688,-108.4347361
8791,Nutana Collegiate - Primary Health Team,primary care,Ambulatory health care services,Saskatchewan Health Authorities,,411,11th street east,S7N 0E9,saskatoon,sk,52.119095,-106.661595
8793,Oliver Lodge,nursing home,Nursing and residential care facilities,Saskatchewan Health Authorities,,1405,faulkner crescent,S7L 3R5,saskatoon,sk,52.142697,-106.690922
8795,Oskayak High School - Primary Health Team,primary care,Ambulatory health care services,Saskatchewan Health Authorities,,919,broadway ave,S7N 1B8,saskatoon,sk,52.116186,-106.65636
8796,Our Neighbourhood Health Centre,public health office,Ambulatory health care services,Saskatchewan Health Authorities,,1120,20 street w,S7M 0Y8,saskatoon,sk,52.126487,-106.687044
8798,Outlook Hospital,general,Hospitals,Public Health Agency of Canada,,609,pangman st,S0L 2N0,outlook,sk,51.483632,-107.062979
8799,Pangman Health Centre,,Ambulatory health care services,Saskatchewan Health Authorities,,211,keeler street,S0C 2C0,pangman,sk,49.6461658,-104.6644122
880,Greenlea Group Home,,Nursing and residential care facilities,Province of British Columbia,,758,greenlea dr,V8Z 3E6,victoria,bc,48.494161,-123.3936
8800,Paradise Hill Health Centre,general,Ambulatory health care services,Public Health Agency of Canada,,,1 ave,S0M 2G0,paradise hill,sk,53.536605,-109.457092
8801,Park Plaza Medical Centre,clinic,Ambulatory health care services,Saskatchewan Health Authorities,,2036,park street,S4N 2G6,regina,sk,50.446022,-104.573241
8802,Parkland Integrated Health Centre,"active acute hospital, long term care",Hospitals,Canadian Institute for Health Information,,,,S0J 2E0,shellbrook,sk,53.22248,-106.387482
8803,Parkland Place,nursing home,Nursing and residential care facilities,Saskatchewan Health Authorities,,402,bemister avenue e,S0E 1A0,melfort,sk,52.862193000000005,-104.599927
8805,Parkridge Centre,nursing home,Nursing and residential care facilities,Saskatchewan Health Authorities,,110,gropper crescent,S7M 5N9,saskatoon,sk,52.127855,-106.729658
8806,Pasqua Hospital,hospital (emergency),Hospitals,Saskatchewan Health Authorities,,4101,dewdney avenue,S4T 1A5,regina,sk,50.454433,-104.638463
8807,Pasqua South Medical Centre,medical centre,Ambulatory health care services,Saskatchewan Health Authorities,,3515,pasqua street,S4S 7G9,regina,sk,50.423482,-104.640386
8809,Pinehouse Health Centre,,Ambulatory health care services,Saskatchewan Health Authorities,,,,S0J 2B0,pinehouse,sk,55.516703,-106.574177
881,Greenridge Place,,Nursing and residential care facilities,Province of British Columbia,,970,greenridge cres,V8X 3B9,victoria,bc,48.466465,-123.36852
8810,Pineview Hospital,hospital,Hospitals,Saskatchewan Health Authorities,,,dr o k hjertaas dr,S6V 4B2,prince albert,sk,53.191545,-105.786266
8811,Pineview Lodge - Nipawin,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,400,6th ave east po box 2105,S0E 1E0,nipawin,sk,53.3627879,-104.017425
8812,Pineview Terrace Lodge - Prince Albert,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,S6V 3H1,prince albert,sk,53.201097,-105.748901
8814,Pioneers Lodge,nursing home,Nursing and residential care facilities,Saskatchewan Health Authorities,,1000,albert street,S6H 2Y2,moose jaw,sk,50.398647,-105.561871
8815,Pleasant View Care Home,retirement home,Nursing and residential care facilities,Saskatchewan Health Authorities,,,po box 10,S0A 4J0,wadena,sk,51.94448,-103.802015
8816,Ponteix Health Centre,clinic,Ambulatory health care services,Saskatchewan Health Authorities,,428,2 avenue,S0N 1Z0,ponteix,sk,49.746771,-107.494359
8817,Population Health Services / Public Health Services,,Ambulatory health care services,Saskatchewan Health Authorities,,4910,50 street,S9V 0Y5,lloydminster,sk,53.283455,-110.004157
8818,Porcupine Carragana Hospital,general,Hospitals,Public Health Agency of Canada,,,po box 70 windsor ave.,S0E 1H0,porcupine plain,sk,52.596679,-103.262613
882,Greenwoods,,Nursing and residential care facilities,Province of British Columbia,,133,blain rd,V8K 1Z9,salt spring island,bc,48.861709000000005,-123.51033
8821,"Porteous Lodge, Jubilee Residences",long term care,Nursing and residential care facilities,Saskatchewan Health Authorities,,833,avenue p n,S7L 2W5,saskatoon,sk,52.138106,-106.694706
8822,Prairie Health Care Centre,longterm,Nursing and residential care facilities,Saskatchewan Health Authorities,,517,1 street n,S7L 2W5,cabri,sk,50.617064,-108.466807
8824,Prairie View Health Centre,clinic,Ambulatory health care services,Saskatchewan Health Authorities,,241,1 avenue,S0H 2W0,mankota,sk,49.4211443,-107.0721832
8826,Preeceville & District Health Centre,hospital,Nursing and residential care facilities,Saskatchewan Health Authorities,,712,7 street ne,S0A 3B0,preeceville,sk,51.956302,-102.655838
8828,Preeceville Public Health and Physiotherapy Office,public health office,Ambulatory health care services,Saskatchewan Health Authorities,,239,highway avenue e,S0A 3B0,preeceville,sk,51.953882,-102.666723
8829,Preston Extendicare Special Care Home,nursing home,Nursing and residential care facilities,Saskatchewan Health Authorities,,2225,preston avenue,S7J 2E7,saskatoon,sk,52.102882,-106.621757
883,Greystone,,Nursing and residential care facilities,Province of British Columbia,,19342,davison rd,V3Y 1A2,pitt meadows,bc,49.2271727,-122.6854977
8830,Primary Health Centre,"children services, pediatrics, nutrition",Ambulatory health care services,Saskatchewan Health Authorities,,11427,railway avenue,S9A 3G8,north battleford,sk,52.759878,-108.27276100000002
8831,Primary Health Centre South East - Scott-Forget Towers,,Ambulatory health care services,Saskatchewan Health Authorities,,100-2501,louise street,S7J 3M1,saskatoon,sk,52.131802,-106.660767
8832,Prince Albert Medical Clinic,clinic,Ambulatory health care services,Saskatchewan Health Authorities,,681,15 st w,S6V 7H9,prince albert,sk,53.199125,-105.773
8833,Prince Albert Parkland Health Region Corporate Office,health office,Ambulatory health care services,Saskatchewan Health Authorities,,1521,6 ave w,S6V 5K1,prince albert,sk,53.198665000000005,-105.770227
8834,"Prince Albert, Lab Service Centre (South Hill Mall)",medical laboratory,Ambulatory health care services,Saskatchewan Health Authorities,,2995,2 ave w,S6V 5V5,prince albert,sk,53.185035,-105.763018
8835,Providence Place,nursing home,Nursing and residential care facilities,Saskatchewan Health Authorities,,100,2 avenue ne,S6H 1B8,moose jaw,sk,50.390652,-105.530349
8836,Public Health-Saskatoon Health (Wastrous),public health office,Ambulatory health care services,Saskatchewan Health Authorities,,704,4 street,S0K 4T0,watrous,sk,51.674064,-105.455631
8837,Quill Lake Community Health & Social Centre,community health centre,Ambulatory health care services,Saskatchewan Health Authorities,,,,S0K 4T0,quill lake,sk,52.070969,-104.256447
8838,Quill Plains Centennial Lodge,diagnostic centre,Ambulatory health care services,Saskatchewan Health Authorities,,,,S0K 4V0,watson,sk,52.131211,-104.519125
8839,Qu’Appelle House,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,qu'appelle house,S4P 1B4,regina,sk,50.4479733,-104.6158764
884,Grief Point Residence,,Nursing and residential care facilities,Province of British Columbia,,3463,marine avenue,V8A 2H4,powell river,bc,49.8095,-124.523809
8840,Radville Marian Health Centre,hospital,Hospitals,Saskatchewan Health Authorities,,840,conrad ave,S0C 2G0,radville,sk,49.46414,-104.305331
8843,Raymore Community Health and Social Centre,health centre,Ambulatory health care services,Saskatchewan Health Authorities,,806,2 avenue,S0A 3J0,raymore,sk,51.408427,-104.524342
8844,Red Coat Primary Health Care Clinic,clinic,Ambulatory health care services,Saskatchewan Health Authorities,,131,3 ave w,S0H 0B0,assiniboia,sk,49.631729,-105.9941
8845,Red Deer Nursing Home - Porcupine Plain,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,330,oak street,S0E 1H0,porcupine plain,sk,52.5991278,-103.255577
8846,Redvers Health Centre,"primary care, clinic, longterm care",Hospitals,Saskatchewan Health Authorities,,18,eichhorst street,S0C 2H0,redvers,sk,49.572789,-101.694417
8847,Redvers Medical Clinic,,Ambulatory health care services,Saskatchewan Health Authorities,,,,S0C 2H0,redvers,sk,49.5727567,-101.6979903
8848,Regent Park Medical Clinic,clinic,Ambulatory health care services,Saskatchewan Health Authorities,,3847,sherwood drive,S4R 4A8,regina,sk,50.474249,-104.635786
8849,Regina Beach Primary Health Care Centre,health centre,Ambulatory health care services,Saskatchewan Health Authorities,,410,centre street,S0G 4C0,regina beach,sk,50.790597,-104.985697
885,Grosvenor House,,Nursing and residential care facilities,Province of British Columbia,,2825,grosvenor rd,V8M 3M8,victoria,bc,48.4424098,-123.34666409999998
8850,Regina General Hospital,general,Hospitals,Public Health Agency of Canada,,1440,14 ave,S4P 0W5,regina,sk,50.4439653,-104.6009937
8851,Regina Lutheran Home,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,1925,5 avenue north,S4R 7W1,regina,sk,50.4479733,-104.6158764
8852,Regina Medical Centre,health centre,Ambulatory health care services,Saskatchewan Health Authorities,,2550,12 avenue,S4P 3X1,regina,sk,50.449179,-104.617217
8853,Regina Pioneer Village,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,430,pioneer drive,S4T 6L8,regina,sk,50.4479733,-104.6158764
8854,Regional Psychiatric Centre (Saskatoon),psychiatric,Hospitals,Public Health Agency of Canada,,2520,central ave,S7K 3X5,saskatoon,sk,52.161772,-106.602866
8855,River Heights Lodge,longterm,Nursing and residential care facilities,Saskatchewan Health Authorities,,2001,99 street,S7K 3X5,north battleford,sk,52.787328,-108.302776
8856,River Heights Lodge - North Battleford,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,S9A 0S3,north battleford,sk,52.776186,-108.300476
8857,Riverbend Medical and Dental Clinic,,Ambulatory health care services,Saskatchewan Health Authorities,,2735,quance street,S9A 0S3,regina,sk,50.4479733,-104.6158764
8858,Riverside Health Complex,general,Hospitals,Public Health Agency of Canada,,,1 st s,S0M 2Y0,turtleford,sk,53.388917000000006,-108.972809
8859,Rochdale Crossing Medical Clinic,clinic,Ambulatory health care services,Saskatchewan Health Authorities,,1452022,rochdale blvd,S4X 2P9,regina,sk,50.495829,-104.664075
886,Guildford Medical Clinic,,Ambulatory health care services,Province of British Columbia,,14650,104 avenue,V3R 1M3,surrey,bc,49.191481,-122.815324
8860,Rose Valley Health Care Facility,,Ambulatory health care services,Saskatchewan Health Authorities,,119,mccallum street,S0E 1M0,rose valley,sk,52.287157,-103.812606
8861,Rosetown - Wheatbelt Centennial Lodge,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,S0L 2V0,rosetown,sk,51.554815,-107.9912859
8862,Rosetown and District Health Centre,hospital,Hospitals,Saskatchewan Health Authorities,,409,highway 4 n,S0L 2V0,rosetown,sk,51.551089000000005,-107.997869
8863,Rosetown Health Centre,"active acute hospital, long term care",Hospitals,Canadian Institute for Health Information,,,,S0L 2V0,rosetown,sk,51.554815,-107.9912859
8864,Ross Payant Centennial Home - Assiniboia,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,S0H 0B0,assiniboia,sk,49.6311192,-105.9926494
8865,Ross Payant Nursing Home,nursing home,Nursing and residential care facilities,Saskatchewan Health Authorities,,300,jubilee place,S0H 0B0,assiniboia,sk,49.625849,-105.995597
8866,Rosthern (Public Health Office),,Ambulatory health care services,Saskatchewan Health Authorities,,2014,6 street,S0K 3R0,rosthern,sk,52.663891,-106.335297
8867,Rosthern Hospital,general,Hospitals,Public Health Agency of Canada,,2016,2 st,S0K 3R0,rosthern,sk,52.6665813,-106.3332657
8868,Royal University Hospital (Ruh),hospital,Hospitals,Saskatchewan Health Authorities,,103,hospital drive,S7N 0W8,saskatoon,sk,52.130843,-106.641547
887,Guildford Seniors Village,,Nursing and residential care facilities,Province of British Columbia,,14568,104a ave,V3R 1R3,surrey,bc,49.192422,-122.8183
8870,Samaritan Place,nursing home,Nursing and residential care facilities,Saskatchewan Health Authorities,,375,cornish road,S7T 0P3,saskatoon,sk,52.087101,-106.628703
8871,Sandy Bay Health Centre,,Ambulatory health care services,Saskatchewan Health Authorities,,,,S0P 0G0,sandy bay,sk,55.527727,-102.317556
8872,Santa Maria Senior Citizens Home,senior's home,Nursing and residential care facilities,Saskatchewan Health Authorities,,4215,regina avenue,S4T 6L8,regina,sk,50.434784,-104.639108
8873,Saskatchewan Hospital,hospital,Hospitals,Saskatchewan Health Authorities,,,,S9A 2X8,north battleford,sk,52.740533,-108.265676
8874,Saskatchewan Hospital - North Battleford,psychiatric,Hospitals,Public Health Agency of Canada,,1,jersey st,S9A 2X8,north battleford,sk,52.740568,-108.265385
8875,Saskatoon City Hospital,hospital,Hospitals,Saskatchewan Health Authorities,,701,queen street,S7K 0M7,saskatoon,sk,52.13643,-106.65391499999998
8876,Saskatoon Community Clinic,clinic,Ambulatory health care services,Saskatchewan Health Authorities,,455,second avenue n,S7K 2C2,saskatoon,sk,52.134538,-106.661507
8877,Saskatoon Convalescent Home,nursing home,Nursing and residential care facilities,Saskatchewan Health Authorities,,101,31 street w,S7L 0P6,saskatoon,sk,52.140002,-106.671376
8878,Sasko Park Lodge - Tisdale,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,806,97th avenue,S0E 1T0,tisdale,sk,52.850059,-104.048767
8879,Sexual Health Clinic - Access Place,clinic,Ambulatory health care services,Saskatchewan Health Authorities,,101,15 street e,S6V 1G1,prince albert,sk,53.198987,-105.750889
888,Gvcss - Steveston Group Home,,Nursing and residential care facilities,Province of British Columbia,,10351,steveston hwy,V7A 1N3,richmond,bc,49.1337709,-123.1096721
8880,Shaunavon Hospital and Care Centre,general,Hospitals,Public Health Agency of Canada,,660,fourth st e,S0N 2M0,shaunavon,sk,49.6514731,-108.4048574
8881,Shellbrook Hospital,hosptial,Hospitals,Saskatchewan Health Authorities,,,dr jlspencer drive,S0J 2E0,shellbrook,sk,53.218535,-106.401225
8882,Shellbrook Primary Health Care Clinic,clinic,Ambulatory health care services,Saskatchewan Health Authorities,,206,2 ave w,S0J 2E0,shellbrook,sk,53.220490000000005,-106.392067
8883,Sherbrooke Community Centre,nursing home,Nursing and residential care facilities,Saskatchewan Health Authorities,,401,acadia drive,S7H 2E7,saskatoon,sk,52.123048,-106.597067
8884,Silver Heights Special Care Home,long-term care,Nursing and residential care facilities,Saskatchewan Health Authorities,,402,mclean street,S0A 3J0,raymore,sk,51.409658,-104.517993
8886,Smeaton Health Care Facility,,Ambulatory health care services,Saskatchewan Health Authorities,,,2 avenue w,S0J 2J0,smeaton,sk,53.492727,-104.806288
8887,South East (Public Health Office),public health office,Ambulatory health care services,Saskatchewan Health Authorities,,3006,taylor street e,S7H 4J2,saskatoon,sk,52.105032,-106.611186
8888,South End Medical Clinic,clinic,Ambulatory health care services,Saskatchewan Health Authorities,,2907,gordon rd,S4S 6H7,regina,sk,50.403868,-104.620872
8889,South Hill Medical Practice,clinic,Ambulatory health care services,Saskatchewan Health Authorities,,2685,2 ave w,S6V 5E3,prince albert,sk,53.188956000000005,-105.760679
889,Gvcss - Williams Road Home,,Nursing and residential care facilities,Province of British Columbia,,4811,williams rd,V7E 1J7,richmond,bc,49.1413308,-123.1724487
8890,South/East Network (Public Health Office),public health office,Ambulatory health care services,Saskatchewan Health Authorities,,1911,park street,S6V 5E3,regina,sk,50.448395,-104.571576
8891,Southeast Integrated Care Centre – Moosomin,long-term care/outpatient/emerg,Hospitals,Saskatchewan Health Authorities,,601,wright rd,S0G 3N0,moosomin,sk,50.136107,-101.656361
8892,Southey Primary Health Care Centre,health centre,Ambulatory health care services,Saskatchewan Health Authorities,,280,burns avenue mailing address,S0G 3N0,southey,sk,50.943196,-104.497961
8893,Southwest Integrated Healthcare Facility,"clinic, outpatient, longterm",Ambulatory health care services,Saskatchewan Health Authorities,,102,5 ave w,S0N 1N0,maple creek,sk,49.90324,-109.489795
8894,Spalding Community Health Centre,community health centre,Ambulatory health care services,Saskatchewan Health Authorities,,4co,spalding sk sok,S0N 1N0,spalding,sk,52.328761,-104.499409
8895,Spiritwood and District Health Complex,clinic,Ambulatory health care services,Saskatchewan Health Authorities,,400,1 e,S0J 2M0,spiritwood,sk,53.361959,-107.520244
8896,Spiritwood and District Health Complex Long-Term Care,,Hospitals,Saskatchewan Health Authorities,,416,main street,S0J 2M0,spiritwood,sk,53.365233,-107.5175024
8897,Spiritwood Collaborative Emergency Centre,,Hospitals,Saskatchewan Health Authorities,,,,S0J 2M0,spiritwood,sk,53.365233,-107.5175024
8898,Spiritwood Primary Health Care Clinic,,Ambulatory health care services,Saskatchewan Health Authorities,,,,S0J 2M0,spiritwood,sk,53.365233,-107.5175024
8899,St. Ann's Senior Citizen's Village Corporation,nursing home,Nursing and residential care facilities,Saskatchewan Health Authorities,,2910,louise street,S7J 3L8,saskatoon,sk,52.100599,-106.608146
89,Covenant Health St. Joseph’s Auxiliary Hospital,"active acute hospital, long term care",Hospitals,Canadian Institute for Health Information,,,,T6J 6W1,edmonton,ab,53.5462055,-113.491241
8900,St. Anthony's Hospital,general,Hospitals,Public Health Agency of Canada,,216,ancona st,S0A 0X0,esterhazy,sk,50.6504867,-102.0841431
8901,St. Brieux Health Care Facility,,Ambulatory health care services,Saskatchewan Health Authorities,,200,1 avenue n,S0K 3V0,st brieux,sk,52.637361,-104.890955
8902,ST. JOSEPH'S HEALTH CENTRE (ÎLE DE LA CROSSE),,Hospitals,Saskatchewan Health Authorities,,,la jeunesse ave,S0M 1C0,île-à-la-crosse,sk,55.445653,-107.899584
8903,St. Joseph's Home,nursing home,Nursing and residential care facilities,Saskatchewan Health Authorities,,33,valens drive,S7L 3S2,saskatoon,sk,52.146624,-106.68721
8904,St. Joseph's Hospital,hospital,Hospitals,Saskatchewan Health Authorities,,1174,nicholson road,S4A 2V6,estevan,sk,49.152536,-103.012175
8906,St. Joseph's Hospital - Gravelbourg,general,Hospitals,Public Health Agency of Canada,,216,bettez st,S0H 1X0,gravelbourg,sk,49.8742767,-106.5629233
8908,St. Joseph's Integrated Care Centre,general,Hospitals,Public Health Agency of Canada,,508,westmoor st,S0A 2G0,lestock,sk,51.314224,-103.9829201
8909,St. Joseph’s Health Facility (Affiliated Health Centre),integrated outpatient clinic and nursing home,Ambulatory health care services,Saskatchewan Health Authorities,,,highway 31 n,S0L 2C0,macklin,sk,52.335026,-109.936666
8910,St. Mary's Villa,long term care,Nursing and residential care facilities,Saskatchewan Health Authorities,,,,S0K 2A0,humboldt,sk,52.207025,-105.131484
8911,St. Mary’s Villa - Humboldt,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,S0K 2A0,humboldt,sk,52.1974125,-105.11711870865577
8912,St. Paul Lutheran Home,longterm care,Nursing and residential care facilities,Saskatchewan Health Authorities,,100,heritage drive,S0A 2P0,melville,sk,50.93911,-102.821524
8913,St. Paul's Hospital,general,Hospitals,Public Health Agency of Canada,,1702,20 st w,S7M 0Z9,saskatoon,sk,52.126313,-106.696366
